frame,system,rom_label,pc,ram_0000_t49,ram_0000_t41,ram_0000_t42,ram_0002_t17,ram_0003_t18,ram_0004_t18,game_mode,screen_ready,ram_script,ram_subscript,ppu_load_index,ram_frm_cnt,cur_save_slot,rendering_flag,ram_004D,ram_next_script,ram_005C,se_ptr_lo,se_ptr_hi,ram_006C_se,ram_00F6,btn_press,btn_hold,scroll_y,scroll_x,ram_for_2001,ram_for_2000,ram_0415,ram_041A,ram_041F,ram_0421,ram_0423,spr_index_1,spr_index_2,ram_042D,ram_042E,ram_00E7,ram_map_location,ram_next_map_location,ram_0528,ram_05F1,ram_05F4,ram_05F5,ram_music,ram_music_busy,ram_060A,ram_060B,ram_060C,ram_060D,ram_0611,ram_0612,ram_0613,ram_0616,ram_0617,ram_0619,ram_061B,ppu_buf_status,ppu_buf_index,ppu_buf_0,ppu_buf_1,ppu_buf_2,ppu_buf_3,ppu_buf_4,ppu_buf_5,ppu_buf_6,ppu_buf_7,trace_last,trace_seq,trace_music_writer,trace_music_value,trace_busy_writer,trace_busy_value,PPU_REQ_INDEX,PPU_REQ_PTR,PPU_REQ_RES,SEQ_EVT_COUNT,PPU_EVT_COUNT,reg_d0,reg_d1,reg_d2,reg_d3,reg_d4,reg_d5,reg_d6,reg_d7,reg_a0,reg_a1,reg_a2,reg_a3,reg_a4,reg_a5,reg_a6,reg_a7,reg_sr
47,genesis,zelda_v283,000DE2,00,00,03,FF,01,01,00,00,00,00,00,01,00,00,00,00,00,00,00,00,00,FF,FF,00,00,1E,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0313,0086,B001,0000,0000,0000,0000,0302,00000000,0000,0000,0000C8A4,48800011,00000024,00FFC8A4,00000233,00000000,00000233,00000013,00FF8200,00FF687E,00000000,00000000,00000000,00000000,00000000,00FFFD7E,2611
48,genesis,zelda_v283,000DF0,00,00,03,FF,01,01,00,00,00,00,00,01,00,00,00,00,00,00,00,00,00,FF,FF,00,00,1E,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0313,0086,B001,0000,0000,0000,0000,0302,00000000,0000,0000,0000CBB2,4B800017,00000024,00FFCBB2,000002FA,00000000,000002FA,0000001A,00FF8200,00FF687E,00000000,00000000,00000000,00000000,00000000,00FFFD7E,2614
49,genesis,zelda_v283,000744,00,00,03,FF,01,01,00,00,00,00,00,01,00,00,00,00,00,00,00,00,00,FF,FF,00,00,1E,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0202,0089,B001,0000,0000,0000,0000,0302,00000000,0000,0000,00000280,00000000,0000003C,00003688,00008100,00000000,00000000,0000FFFF,00FF003D,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFDB2,2608
50,genesis,zelda_v283,00720E,1A,1A,81,65,06,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,009E,B001,0000,0000,0000,0000,0302,00000000,0000,0000,00000400,00000001,00000000,00FF009B,C0000665,00000665,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDAA,2600
51,genesis,zelda_v283,000912,CE,CE,81,B1,05,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,009E,B001,0000,0000,0000,0000,0302,00000000,0000,0000,00000400,00000001,00000000,00FF014F,C0000100,000081CE,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDA6,2604
52,genesis,zelda_v283,0008DC,83,83,82,FC,04,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,009E,B001,0000,0000,0000,0000,0302,00000000,0000,0000,00000424,00000001,00000000,00FF0204,C0000004,00008283,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDA6,2600
53,genesis,zelda_v283,0071F4,38,38,83,48,04,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,009E,B001,0000,0000,0000,0000,0302,00000000,0000,0000,00000424,00000001,00000000,00FF02B9,C0000083,00008338,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDAA,2608
54,genesis,zelda_v283,00090E,EC,EC,83,93,03,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,009E,B001,0000,0000,0000,0000,0302,00000000,0000,0000,00000424,00000001,00000000,00FF036D,C000036D,000083EC,00000000,0000FFFF,00FFC000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFD86,2600
55,genesis,zelda_v283,0071CC,A1,A1,84,DE,02,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,009E,B001,0000,0000,0000,0000,0302,00000000,0000,0000,00000424,00000001,00000000,00FF0422,C0000002,00008400,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDAA,2608
56,genesis,zelda_v283,000916,55,55,85,2A,02,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,009E,B001,0000,0000,0000,0000,0302,00000000,0000,0000,00000424,00000001,00000000,00FF04D7,C0000400,00008555,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDA6,2600
57,genesis,zelda_v283,00090A,0A,0A,86,75,01,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,009E,B001,0000,0000,0000,0000,0302,00000000,0000,0000,00000400,00000001,00000000,00FF058B,C0000500,0000860A,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFD86,2609
58,genesis,zelda_v283,007210,BF,BF,86,C0,00,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,009E,B001,0000,0000,0000,0000,0302,00000000,0000,0000,00000400,00000001,00000000,00FF0640,C0000000,000000C0,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDAA,2615
59,genesis,zelda_v283,000B00,73,73,87,0C,00,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,009E,B001,0000,0000,0000,0000,0302,00000000,0000,0000,00000400,00000001,00000000,00FF06F4,C0000600,00008773,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDA2,2604
60,genesis,zelda_v283,0071E2,26,26,88,59,06,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,00A0,B001,0000,0000,0000,0000,0302,00000000,0000,0000,00000400,00000003,00000000,00FF00B8,C0000000,00008826,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDAA,2600
61,genesis,zelda_v283,00090A,DB,DB,88,A4,05,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,00A0,B001,0000,0000,0000,0000,0302,00000000,0000,0000,00000400,00000003,00000000,00FF016C,C0000100,000088DB,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFD86,2609
62,genesis,zelda_v283,007216,90,90,89,EF,04,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,00A0,B001,0000,0000,0000,0000,0302,00000000,0000,0000,00000400,00000003,00000000,00FF0221,C0000004,000004EF,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDAA,2610
63,genesis,zelda_v283,000B06,44,44,8A,3B,04,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,00A0,B001,0000,0000,0000,0000,0302,00000000,0000,0000,00000400,00000003,00000000,00FF02D5,C0000200,00008A44,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDA2,2600
64,genesis,zelda_v283,0008EC,F9,F9,8A,86,03,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,00A0,B001,0000,0000,0000,0000,0302,00000000,0000,0000,00000400,00000003,00000000,00FF038A,C0000300,00008AF9,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDA6,2609
65,genesis,zelda_v283,0071FE,AE,AE,8B,D2,02,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,00A0,B001,0000,0000,0000,0000,0302,00000000,0000,0000,00000400,00000003,00000000,00FF043F,C000008B,00000200,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDAA,2600
66,genesis,zelda_v283,000912,62,62,8C,1D,02,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,00A0,B001,0000,0000,0000,0000,0302,00000000,0000,0000,00000400,00000003,00000000,00FF04F3,C0000400,00008C62,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDA6,2604
67,genesis,zelda_v283,0071DC,17,17,8D,68,01,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,00A0,B001,0000,0000,0000,0000,0302,00000000,0000,0000,00000400,00000003,00000000,00FF05A8,C0000001,00008D17,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDAA,2604
68,genesis,zelda_v283,0071EC,CC,CC,8D,B4,00,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,00A0,B001,0000,0000,0000,0000,0302,00000000,0000,0000,00000400,00000003,00000000,00FF065D,C0008DCC,00008DCC,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDAA,2608
69,genesis,zelda_v283,00045C,7F,7F,8E,E0,00,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,00A1,B001,0000,0000,0000,0000,0302,00000000,0000,0000,00000403,00000005,00000000,00FF201F,C0002000,00000000,00000000,00000002,00FFF010,00000302,00000000,00000000,00000000,00000000,00000000,00FFFD9A,2600
70,genesis,zelda_v283,007210,0F,0F,8F,50,00,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,00A2,B001,0000,0000,0000,0000,0302,00000000,0000,0000,00000400,00000005,00000000,00FF20AF,C0000000,00000050,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDAA,2604
71,genesis,zelda_v283,000E0A,00,00,03,FF,01,01,00,00,00,00,00,03,00,00,00,00,00,00,00,00,A5,00,FF,00,00,1E,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0421,00B7,B001,0000,0000,0000,0000,0302,00000000,0000,0000,0000C0B4,40800001,00000000,00FF0006,0000003B,00000000,00000006,0000001B,00FF8200,00000302,00000000,00000000,00000000,00000000,00000000,00FFFD7E,2600
72,genesis,zelda_v283,000DDE,00,00,03,FF,01,01,00,00,00,00,00,03,00,00,00,00,00,00,00,00,A5,00,FF,00,00,1E,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0421,00B7,B001,0000,0000,0000,0000,0302,00000000,0000,0000,0000C402,44000008,00000024,00FFC402,00000102,00000000,00000102,00000002,00FF8200,00000302,00000000,00000000,00000000,00000000,00000000,00FFFD7E,2600
73,genesis,zelda_v283,000E62,00,00,03,FF,01,01,00,00,00,00,00,03,00,00,00,00,00,00,00,00,A5,00,FF,00,00,1E,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0421,00B7,B001,0000,0000,0000,0000,0302,00000000,0000,0000,0000C712,4700000E,00000024,00FFC712,000001C9,00000000,00004024,00000009,00FF8200,00000302,00000000,00000000,00000000,00000000,00000000,00FFFD7E,2608
74,genesis,zelda_v283,000B46,00,00,03,FF,01,01,00,00,00,00,00,03,00,00,00,00,00,00,00,00,A5,00,FF,00,00,1E,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0421,00B7,B001,0000,0000,0000,0000,0302,00000000,0000,0000,0000CA20,4A000014,00000024,00FFCA20,00000290,00000000,0000000F,00000009,00FF8200,00000302,00000000,00000000,00000000,00000000,00000000,00FFFD8A,2600
75,genesis,zelda_v283,000E14,00,00,03,FF,01,01,00,00,00,00,00,03,00,00,00,00,00,00,00,00,A5,00,FF,00,00,1E,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0421,00B7,B001,0000,0000,0000,0000,0302,00000000,0000,0000,0000CD2E,4D00001A,00000024,00FF03F6,00000358,00000000,00000024,00000018,00FF8200,00000302,00000000,00000000,00000000,00000000,00000000,00FFFD7E,2600
76,genesis,zelda_v283,0008F8,20,20,24,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,80,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,00D1,B201,8000,0000,0000,0000,0302,00000000,0000,0000,00000424,00000004,000000C9,00002037,00002000,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFDD0,2009
77,genesis,zelda_v283,000B18,20,20,24,00,01,01,00,00,00,00,00,01,00,00,00,00,00,0F,8F,01,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,80,10,CE,F8,80,01,17,F8,CF,00,1F,00,00,66,01,01,3F,00,FF,00,20,36,0F,00,10,36,0403,00F0,B001,0000,B101,8000,0000,0302,00000000,0004,0000,00000424,00000404,00000462,0000209F,C0002000,00008F80,00000000,0000FFFF,00FF0200,00008118,00000000,00000000,00000000,00000000,00000000,00FFFD6A,2600
78,genesis,zelda_v283,001264,20,20,24,00,01,01,00,00,00,00,00,01,00,00,00,00,00,0F,8F,01,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,80,10,CE,F8,80,01,17,F8,CF,00,1F,00,00,66,01,01,3F,00,FF,00,20,36,0F,00,10,36,0403,00F0,B001,0000,B101,8000,0000,0302,00000000,0004,0000,00000424,00000403,00000484,0000217C,C0002100,00008F80,00000000,0000FFFF,00FF0200,00008118,00000000,00000000,00000000,00000000,00000000,00FFFD72,2600
79,genesis,zelda_v283,000B8E,20,20,24,00,01,01,00,00,00,00,00,01,00,00,00,00,00,0F,8F,01,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,80,10,CE,F8,80,01,17,F8,CF,00,1F,00,00,66,01,01,3F,00,FF,00,20,36,0F,00,10,36,0403,00F0,B001,0000,B101,8000,0000,0302,00000000,0004,0000,00000424,00000402,0000049B,00002265,C0000265,00008F80,00000000,0000FFFF,00FF0200,00008118,00000000,00000000,00000000,00000000,00000000,00FFFD42,2609
80,genesis,zelda_v283,000B1E,20,20,24,00,01,01,00,00,00,00,00,01,00,00,00,00,00,0F,8F,01,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,80,10,CE,F8,80,01,17,F8,CF,00,1F,00,00,66,01,01,3F,00,FF,00,20,36,0F,00,10,36,0403,00F0,B001,0000,B101,8000,0000,0302,00000000,0004,0000,00000424,00000401,000004B2,0000234F,C0002300,00008F80,00000000,0000FFFF,00FF0200,00008118,00000000,00000000,00000000,00000000,00000000,00FFFD6A,2600
81,genesis,zelda_v283,000B16,28,28,24,00,01,01,00,00,00,00,00,01,00,00,00,00,00,0F,8F,01,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,80,10,CE,F8,80,01,17,F8,CF,00,1F,00,00,66,01,01,3F,00,FF,00,20,36,0F,00,10,36,0403,00F2,B001,0000,B101,8000,0000,0302,00000000,0004,0000,00000424,00000404,000004CB,00002835,C0002800,00008F80,00000000,0000FFFF,00FF0200,00008118,00000000,00000000,00000000,00000000,00000000,00FFFD6E,2604
82,genesis,zelda_v283,0008F8,28,28,24,00,01,01,00,00,00,00,00,01,00,00,00,00,00,0F,8F,01,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,80,10,CE,F8,80,01,17,F8,CF,00,1F,00,00,66,01,01,3F,00,FF,00,20,36,0F,00,10,36,0403,00F2,B001,0000,B101,8000,0000,0302,00000000,0004,0000,00000424,00000403,000004E1,0000291F,C0002900,00008F80,00000000,0000FFFF,00FF0200,00008118,00000000,00000000,00000000,00000000,00000000,00FFFD4E,2609
83,genesis,zelda_v283,000900,28,28,24,00,01,01,00,00,00,00,00,01,00,00,00,00,00,0F,8F,01,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,80,10,CE,F8,80,01,17,F8,CF,00,1F,00,00,66,01,01,3F,00,FF,00,20,36,0F,00,10,36,0403,00F2,B001,0000,B101,8000,0000,0302,00000000,0004,0000,00000424,00000402,000004F8,00002A08,C0002A00,00008F80,00000000,0000FFFF,00FF0200,00008118,00000000,00000000,00000000,00000000,00000000,00FFFD72,2604
84,genesis,zelda_v283,0008F8,28,28,24,00,01,01,00,00,00,00,00,01,00,00,00,00,00,0F,8F,01,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,80,10,CE,F8,80,01,17,F8,CF,00,1F,00,00,66,01,01,3F,00,FF,00,20,36,0F,00,10,36,0403,00F2,B001,0000,B101,8000,0000,0302,00000000,0004,0000,00000424,00000402,0000040E,00002AF2,C0002A00,00008F80,00000000,0000FFFF,00FF0200,00008118,00000000,00000000,00000000,00000000,00000000,00FFFD4E,2609
85,genesis,zelda_v283,000900,28,28,24,00,01,01,00,00,00,00,00,01,00,00,00,00,00,0F,8F,01,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,80,10,CE,F8,80,01,17,F8,CF,00,1F,00,00,66,01,01,3F,00,FF,00,20,36,0F,00,10,36,0403,00F2,B001,0000,B101,8000,0000,0302,00000000,0004,0000,00000424,00000401,00000425,00002BDB,C0002B00,00008F80,00000000,0000FFFF,00FF0200,00008118,00000000,00000000,00000000,00000000,00000000,00FFFD72,2604
86,genesis,zelda_v283,000916,00,00,03,FF,01,01,00,00,00,00,00,02,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,02,00,00,00,00,00,01,20,4F,00,00,01,1E,3C,50,F8,1F,00,00,10,80,01,23,23,FF,00,20,36,0F,00,10,36,0203,0115,B001,0000,B102,0000,0000,0302,00000000,0008,0000,00000424,00000004,0000001C,000003B1,00000300,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFDF4,2000
87,genesis,zelda_v283,000912,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0203,012C,B201,8000,B102,0000,0000,0302,00000000,0008,0000,00000424,00000003,00000024,000003FA,00000300,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFDF4,2000
88,genesis,zelda_v283,000750,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,0139,B201,8000,B102,0000,0010,A869,00017947,0008,0000,000004B0,00000000,00000024,00000034,00012400,0000A869,00000000,0000FFFF,00017290,00017A26,00000000,00000000,00000000,00000000,00000000,00FFFD9E,2600
89,genesis,zelda_v283,0008EE,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,0143,B201,8000,B102,0000,0010,A869,00017947,0008,0000,00000424,0000002C,000000D7,0000D72C,0001D700,0000A869,00000000,0000FFFF,00017290,00017B42,00000000,00000000,00000000,00000000,00000000,00FFFD9E,2608
90,genesis,zelda_v283,000B80,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,014B,B201,8000,B102,0000,0010,A869,00017947,0008,0000,00000424,00000018,00000024,00002438,00012400,0000A869,00000000,0000FFFF,00017290,00017C32,00000000,00000000,00000000,00000000,00000000,00FFFD72,2609
91,genesis,zelda_v283,000B00,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,0159,B201,8000,B102,0000,0010,A869,00017947,0008,0000,00000400,0000001F,00000000,00000015,00010000,0000A869,00000000,0000FFFF,00017290,00017DAC,00000000,00000000,00000000,00000000,00000000,00FFFD9A,2604
92,genesis,zelda_v283,000C18,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,0167,B201,8000,B102,0000,0010,A869,00017947,0008,0000,000004FF,0000001B,00000004,00000428,00010400,0000A869,00000000,0000FFFF,00017290,00017F31,00000000,00000000,00000000,00000000,00000000,00FFFD7A,2609
93,genesis,zelda_v283,000BA6,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B4,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,0171,B201,8000,B102,0000,0010,A869,00017947,0008,0000,0000040D,00000028,00000024,000025A4,000101A4,0000A869,00000000,0000FFFF,00FF8200,00018037,00000000,00000000,00000000,00000000,00000000,00FFFD76,2609
94,genesis,zelda_v283,000B00,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,0179,B201,8000,B102,0000,0010,A869,00017947,0008,0000,000004E2,0000001C,00000024,0000243C,00012400,0000A869,00000000,0000FFFF,00017290,0001811F,00000000,00000000,00000000,00000000,00000000,00FFFD9A,2600
