frame,tile_index,changed_bytes,first_byte,last_byte
17,01A3,16,0,15
17,01A4,12,0,11
17,01A5,12,0,11
17,01A6,10,2,11
17,01A7,16,0,15
17,01A8,12,0,11
17,01A9,12,0,11
17,01AA,16,0,15
17,01AB,13,0,15
17,01AC,11,0,10
17,01AD,8,0,7
17,01AE,3,5,7
17,01AF,12,0,15
17,01B0,12,0,15
17,01B1,12,0,15
17,01B2,16,0,15
17,01B3,12,0,15
17,01B4,12,0,15
17,01B5,16,0,15
17,01B6,12,0,15
17,01B7,12,0,15
17,01B8,12,0,15
17,01B9,16,0,15
17,01BA,12,0,15
17,01BB,13,0,15
17,01BC,16,0,15
17,01BD,14,0,15
17,01BE,14,0,15
17,01BF,14,0,15
17,01C0,12,0,15
17,01C1,1,8,8
17,01C2,16,0,15
17,01C3,8,8,15
17,01C4,11,5,15
17,01C5,16,0,15
17,01C6,3,3,5
17,01C7,3,3,5
17,01C8,4,3,12
17,01CA,9,0,15
17,01CB,16,0,15
17,01CC,16,0,15
17,01CD,16,0,15
17,01CE,14,0,15
17,01CF,16,0,15
17,01D0,3,4,6
17,01D1,9,7,15
17,01D2,16,0,15
17,01D3,13,2,15
17,01D4,16,0,15
17,01D5,10,1,13
17,01D6,16,0,15
17,01D7,12,0,15
17,01D8,16,0,15
17,01D9,14,0,15
17,01DA,16,0,15
17,01DB,14,0,13
17,01DC,16,0,15
17,01DD,16,0,15
17,01DE,16,0,15
17,01DF,16,0,15
17,01E0,15,0,15
17,01E1,15,0,15
17,01E2,16,0,15
17,01E3,16,0,15
17,01E4,12,1,15
17,01E5,12,1,14
17,01E6,15,0,15
17,01E7,3,5,7
17,01E8,16,0,15
17,01E9,16,0,15
17,01EA,10,1,15
17,01EB,16,0,15
17,01EC,8,8,15
17,01ED,15,0,14
17,01EE,16,0,15
17,01EF,12,1,13
17,01F0,8,0,7
17,01F1,16,0,15
17,01F2,8,0,7
17,01F4,8,0,7
17,01F5,8,8,15
17,01F6,14,0,14
17,01F7,14,0,15
17,01F8,1,6,6
17,01F9,8,8,15
17,01FA,10,0,14
17,01FB,6,4,14
17,01FC,8,0,7
17,01FD,8,8,15
17,0000,12,1,15
18,01FE,8,8,15
18,01FF,12,0,14
39,0001,13,0,13
39,0000,12,1,15
40,0001,2,14,15
40,0002,13,1,15
40,0003,16,0,15
40,0004,13,0,14
40,0005,15,0,15
40,0006,15,0,15
40,0007,13,0,15
40,0008,14,0,15
40,0009,16,0,15
40,000A,14,0,15
40,000B,13,0,14
40,000C,8,0,7
41,000F,13,0,14
41,0010,12,1,15
41,0011,15,0,15
41,0012,12,1,15
41,0013,16,0,15
41,0014,16,0,15
41,0015,12,0,13
41,0016,14,0,15
41,0017,4,0,3
41,000C,6,10,15
41,000D,15,0,15
41,000E,14,0,15
42,001E,15,1,15
42,001F,16,0,15
42,0020,16,0,15
42,0021,15,0,14
42,0017,10,4,14
42,0018,16,0,15
42,0019,16,0,15
42,001A,16,0,15
42,001B,16,0,15
42,001C,16,0,15
42,001D,16,0,15
43,0021,1,15,15
43,0022,16,0,15
43,0023,16,0,15
43,0024,16,0,15
43,0025,16,0,15
43,0026,15,0,15
43,0027,16,0,15
43,0028,16,0,15
43,0029,16,0,15
43,002A,16,0,15
43,002B,16,0,15
43,002C,9,0,8
44,002D,16,0,15
44,002E,16,0,15
44,002F,16,0,15
44,0030,16,0,15
44,0031,16,0,15
44,0032,16,0,15
44,0033,16,0,15
44,0034,16,0,15
44,0035,16,0,15
44,0036,16,0,15
44,0037,4,0,3
44,002C,7,9,15
45,003C,16,0,15
45,003D,16,0,15
45,003E,16,0,15
45,003F,16,0,15
45,0040,15,0,15
45,0041,14,0,13
45,0037,12,4,15
45,0038,16,0,15
45,0039,16,0,15
45,003A,16,0,15
45,003B,16,0,15
46,004B,16,0,15
46,004C,8,0,7
46,0041,2,14,15
46,0042,16,0,15
46,0043,16,0,15
46,0044,16,0,15
46,0045,16,0,15
46,0046,16,0,15
46,0047,16,0,15
46,0048,16,0,15
46,0049,16,0,15
46,004A,16,0,15
47,004C,7,9,15
47,004D,16,0,15
47,004E,16,0,15
47,004F,16,0,15
47,0050,16,0,15
47,0051,16,0,15
47,0052,16,0,15
47,0053,16,0,15
47,0054,16,0,15
47,0055,16,0,15
47,0056,12,2,15
47,0057,3,0,2
48,005A,13,0,15
48,005B,13,0,14
48,005C,11,1,15
48,005D,15,0,14
48,005E,10,0,14
48,005F,15,0,14
48,0060,14,0,15
48,0061,15,0,14
48,0057,10,3,15
48,0058,13,0,15
48,0059,16,0,15
49,0069,13,0,14
49,006A,12,2,15
49,006B,9,0,10
49,006C,11,0,10
49,0061,1,15,15
49,0062,10,3,15
49,0063,10,0,12
49,0064,15,0,15
49,0065,15,0,15
49,0066,13,0,15
49,0067,15,0,14
49,0068,12,2,15
50,0100,7,0,6
50,0101,7,0,6
50,0102,7,0,6
50,0103,7,0,6
50,006E,2,14,15
50,006F,8,8,15
50,0106,7,0,6
50,0107,7,0,6
50,0105,7,0,6
50,0104,7,0,6
50,006D,14,0,15
50,006C,5,11,15
51,010E,7,0,6
51,010F,7,0,6
51,0110,7,0,6
51,0111,7,0,6
51,0112,6,0,5
51,0108,7,0,6
51,0109,7,0,6
51,010A,7,0,6
51,010B,7,0,6
51,010C,7,0,6
51,010D,7,0,6
52,011D,4,0,3
52,0112,1,6,6
52,0113,7,0,6
52,0114,7,0,6
52,0115,7,0,6
52,0116,7,0,6
52,0117,7,0,6
52,0118,7,0,6
52,0119,7,0,6
52,011A,7,0,6
52,011B,7,0,6
52,011C,7,0,6
53,011D,3,4,6
53,011E,7,0,6
53,011F,7,0,6
53,0120,7,0,6
53,0121,7,0,6
53,0122,7,0,6
53,0123,7,0,6
53,0125,8,0,7
53,0126,8,8,15
53,0127,16,0,15
54,012D,3,0,2
54,012E,6,0,6
54,0128,3,4,6
54,0129,6,0,6
54,012A,3,0,2
54,012B,7,0,6
54,012C,2,5,6
54,012F,1,3,3
59,0168,15,0,15
59,0169,10,3,15
59,016A,2,3,4
59,0161,15,0,15
59,0162,1,3,3
59,0163,2,5,6
59,0164,7,0,6
59,0165,15,0,14
59,0166,16,0,15
59,0167,6,0,10
60,016A,2,11,12
60,016B,10,3,15
60,016C,16,0,15
60,016D,10,0,12
60,016E,10,0,12
60,016F,10,0,15
60,01F7,5,0,5
60,01F6,14,0,14
60,01F5,8,8,15
60,01F2,8,0,7
60,01F4,8,0,7
61,01FE,8,8,15
61,01FF,12,0,14
61,01F7,9,6,15
61,01F8,1,6,6
61,01F9,8,8,15
61,01FA,10,0,14
61,01FB,6,4,14
61,01FC,8,0,7
61,01FD,8,8,15
122,001C,2,1,2
122,001D,1,15,15
122,001E,3,0,2
122,001F,1,15,15
122,0020,1,0,0
123,0020,2,1,2
123,0021,1,15,15
123,0022,13,0,15
123,0023,13,0,15
123,0024,4,0,6
123,0025,2,11,15
123,0026,11,0,15
123,0027,8,0,15
123,0028,13,0,15
123,0029,10,0,15
123,002A,12,0,14
124,002D,13,0,15
124,002E,14,0,15
124,002F,13,0,15
124,0030,7,0,15
124,0031,6,0,15
124,0032,12,0,15
124,0033,13,0,15
124,0034,5,0,6
124,0035,5,0,9
124,002A,1,15,15
124,002B,12,0,15
124,002C,13,0,15
125,003C,5,0,4
125,003D,3,13,15
125,003E,5,0,4
125,003F,3,13,15
125,0040,8,0,9
125,0035,3,11,15
125,0036,5,0,6
125,0037,5,0,15
125,0038,15,0,15
125,0039,15,0,15
125,003A,7,0,15
125,003B,14,0,15
126,004B,5,0,4
126,0040,5,10,15
126,0041,12,0,15
126,0042,8,0,7
126,0043,3,13,15
126,0044,16,0,15
126,0045,16,0,15
126,0046,16,0,15
126,0047,16,0,15
126,0048,16,0,15
126,0049,16,0,15
126,004A,16,0,15
127,004B,11,5,15
127,004C,16,0,15
127,004D,16,0,15
127,004E,16,0,15
127,004F,16,0,15
127,0050,16,0,15
127,0051,16,0,15
127,0052,16,0,15
127,0053,16,0,15
127,0054,16,0,15
127,0055,15,0,14
128,0057,16,0,15
128,0055,1,15,15
128,0056,16,0,15
128,0058,1,0,0
192,0001,9,0,8
192,0000,15,1,15
193,0001,7,9,15
193,0002,16,0,15
193,0003,16,0,15
193,0004,16,0,15
193,0005,16,0,15
193,0006,16,0,15
193,0007,16,0,15
193,0008,16,0,15
193,0009,5,0,4
194,0009,9,5,13
195,0009,1,14,14
199,0000,1,0,0
