frame,system,rom_label,pc,ram_0000_t49,ram_0000_t41,ram_0000_t42,ram_0002_t17,ram_0003_t18,ram_0004_t18,game_mode,screen_ready,ram_script,ram_subscript,ppu_load_index,ram_frm_cnt,cur_save_slot,rendering_flag,ram_004D,ram_next_script,ram_005C,se_ptr_lo,se_ptr_hi,ram_006C_se,ram_00F6,btn_press,btn_hold,scroll_y,scroll_x,ram_for_2001,ram_for_2000,ram_0415,ram_041A,ram_041F,ram_0421,ram_0423,spr_index_1,spr_index_2,ram_042D,ram_042E,ram_00E7,ram_map_location,ram_next_map_location,ram_0528,ram_05F1,ram_05F4,ram_05F5,ram_music,ram_music_busy,ram_060A,ram_060B,ram_060C,ram_060D,ram_0611,ram_0612,ram_0613,ram_0616,ram_0617,ram_0619,ram_061B,ppu_buf_status,ppu_buf_index,ppu_buf_0,ppu_buf_1,ppu_buf_2,ppu_buf_3,ppu_buf_4,ppu_buf_5,ppu_buf_6,ppu_buf_7,trace_last,trace_seq,trace_music_writer,trace_music_value,trace_busy_writer,trace_busy_value,PPU_REQ_INDEX,PPU_REQ_PTR,PPU_REQ_RES,SEQ_EVT_COUNT,PPU_EVT_COUNT,reg_d0,reg_d1,reg_d2,reg_d3,reg_d4,reg_d5,reg_d6,reg_d7,reg_a0,reg_a1,reg_a2,reg_a3,reg_a4,reg_a5,reg_a6,reg_a7,reg_sr
95,genesis,zelda_v281,0008E8,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,0181,B201,8000,B102,0000,0010,A869,000178D7,0008,0000,0000041F,00000011,00000024,00002447,00012400,0000A869,00000000,0000FFFF,00017220,00018196,00000000,00000000,00000000,00000000,00000000,00FFFD9E,2609
96,genesis,zelda_v281,000B9C,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B4,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,018B,B201,8000,B102,0000,0010,A869,000178D7,0008,0000,00000424,0000002F,00000024,000024C4,000100C4,0000A869,00000000,0000FFFF,00017220,0001828B,00000000,00000000,00000000,00000000,00000000,00FFFD76,2600
97,genesis,zelda_v281,0008F2,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,0195,B201,8000,B102,0000,0010,A869,000178D7,0008,0000,00000436,0000002F,00000020,00002014,00012000,0000A869,00000000,0000FFFF,00017220,0001839E,00000000,00000000,00000000,00000000,00000000,00FFFD9E,2609
98,genesis,zelda_v281,000B00,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,019F,B201,8000,B102,0000,0010,A869,000178D7,0008,0000,00000406,0000002D,00000006,00000674,00010600,0000A869,00000000,0000FFFF,00017220,000184B3,00000000,00000000,00000000,00000000,00000000,00FFFD9A,2600
99,genesis,zelda_v281,0008DC,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B4,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,01AD,B201,8000,B102,0000,0010,A869,000178D7,0008,0000,00000414,00000020,000000C0,0000C280,0001C200,0000A869,00000000,0000FFFF,00017220,00018641,00000000,00000000,00000000,00000000,00000000,00FFFD9E,2608
100,genesis,zelda_v281,000DDA,02,02,03,00,01,01,00,01,00,00,00,04,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,00,01,C8,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,20,10,36,0403,01D3,B001,0000,B101,8000,0000,0302,00000000,000C,0000,0000C09A,40800001,000001FF,0000C09A,0000002E,00000000,0000002E,0000002E,00FF8200,00000302,00000000,00000000,00000000,00000000,00000000,00FFFD72,2600
101,genesis,zelda_v281,000DFE,02,02,03,00,01,01,00,01,00,00,00,04,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,00,01,C8,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,20,10,36,0403,01D3,B001,0000,B101,8000,0000,0302,00000000,000C,0000,0000C3A4,43800007,00000124,00000000,000000F3,00000000,00000007,00000013,00FF8200,00000302,00000000,00000000,00000000,00000000,00000000,00FFFD72,2600
102,genesis,zelda_v281,000DC6,02,02,03,00,01,01,00,01,00,00,00,04,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,00,01,C8,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,20,10,36,0403,01D3,B001,0000,B101,8000,0000,0302,00000000,000C,0000,0000C6B0,4680000D,00000124,0000C6B0,000001B9,00000000,00000006,00000010,00FF8200,00000302,00000000,00000000,00000000,00000000,00000000,00FFFD72,2600
103,genesis,zelda_v281,000DD0,02,02,03,00,01,01,00,01,00,00,00,04,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,00,01,C8,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,20,10,36,0403,01D3,B001,0000,B101,8000,0000,0302,00000000,000C,0000,0000C9BA,49800013,00000124,0000C9BA,0000027E,00000002,00000001,0000000A,00FF8200,00000302,00000000,00000000,00000000,00000000,00000000,00FFFD72,2600
104,genesis,zelda_v281,000E38,02,02,03,00,01,01,00,01,00,00,00,04,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,00,01,C8,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,00,20,36,0F,20,10,36,0403,01D3,B001,0000,B101,8000,0000,0302,00000000,000C,0000,00000000,4D00001A,00000124,00000002,00000343,00000000,00000124,00000003,00FF8200,00000302,00000000,00000000,00000000,00000000,00000000,00FFFD72,2604
105,genesis,zelda_v281,008D72,02,02,03,FF,01,01,00,01,00,00,00,06,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,01,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,1A,00,0C,FE,73,5E,4E,3F,00,FF,00,20,36,0F,20,10,36,0318,01ED,B001,0000,B101,8000,0000,0302,00000000,000C,0000,00000024,00000030,0000005A,00FF0000,C0008118,00000302,00000000,0000FFFF,0000876C,00FF01FF,00000000,00000000,00000000,00000000,00000000,00FFFD9E,2600
106,genesis,zelda_v281,00090E,10,10,03,00,01,01,00,01,00,00,00,07,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,02,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,19,00,0C,FD,72,5E,4E,3F,00,FF,00,20,36,0F,20,10,36,0203,0204,B001,0000,B101,8000,0000,0302,00000000,000C,0000,00000424,00000002,00000066,000004B8,000004B8,00000000,00000000,0000FFFF,00FFC000,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFDD4,2000
107,genesis,zelda_v281,00090A,10,10,03,00,01,01,00,01,00,00,00,08,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,02,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,18,00,0C,FC,71,5E,4E,3F,00,FF,00,20,36,0F,20,10,36,0203,0217,B001,0000,B101,8000,0000,0302,00000000,000C,0000,00000424,00000001,0000008C,00000592,00000500,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFDD4,2009
108,genesis,zelda_v281,000B9C,28,28,24,00,01,01,00,01,00,00,00,09,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,03,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,17,00,0C,FB,70,5E,4E,3F,00,FF,00,20,36,0F,20,10,36,0403,022E,B001,0000,B101,8000,0000,0302,00000000,000C,0000,00000424,00000004,000000FD,00002803,00000003,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFDD0,2000
109,genesis,zelda_v281,000B1E,10,10,03,00,01,01,00,01,00,00,00,0A,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,03,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,16,00,0C,FA,6F,5E,4E,3F,00,14,3C,00,70,43,3C,F6,1D,0203,0241,B001,0000,B101,8000,0000,0302,00000000,000C,0000,00000424,00000004,00000027,000003DA,00000300,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFDF4,2000
110,genesis,zelda_v281,000912,10,10,03,00,01,01,00,01,00,00,00,0B,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,04,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,15,00,0C,F9,6E,5E,4E,3F,00,FF,3C,00,70,43,3C,F6,1D,0203,0254,B001,0000,B101,8000,0000,0302,00000000,000C,0000,00000424,00000003,00000051,000003D8,00000300,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFDF8,2000
111,genesis,zelda_v281,000C28,10,10,03,00,01,01,00,01,00,00,00,0C,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,04,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,14,00,0C,F8,6D,5E,4E,3F,00,FF,3C,00,70,43,3C,F6,1D,0203,0267,B001,0000,B101,8000,0000,0302,00000000,000C,0000,00000424,00000002,00000077,000003DC,000003DC,00000000,00000000,0000FFFF,00FFC000,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFDD4,2000
112,genesis,zelda_v281,000906,10,10,03,00,01,01,00,01,00,00,00,0D,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,05,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,13,00,0C,F7,6C,5E,4E,3F,00,FF,3C,00,70,43,3C,F6,1D,0203,027A,B001,0000,B101,8000,0000,0302,00000000,000C,0000,00000424,00000001,0000009D,000003DD,00000300,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFDF8,2009
113,genesis,zelda_v281,001298,10,10,03,00,01,01,00,01,00,00,00,0E,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,05,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,12,00,0C,F6,6B,5E,4E,3F,00,FF,3C,00,70,43,3C,F6,1D,0403,028F,B001,0000,B101,8000,0000,0302,00000000,000C,0000,00000400,00000005,00000000,000012FB,00001200,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFDFC,2000
114,genesis,zelda_v281,000F4C,10,10,03,00,01,01,00,01,00,00,00,0F,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,06,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,11,00,0C,F5,6A,5E,4E,3F,00,FF,3C,00,70,43,3C,F6,1D,0203,02A2,B001,0000,B101,8000,0000,0302,00000000,000C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
115,genesis,zelda_v281,000F4C,10,10,03,00,01,01,00,01,00,00,00,10,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,06,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,10,00,0C,F4,69,5E,4E,3F,00,14,3C,00,70,43,00,F6,1D,0203,02B5,B001,0000,B101,8000,0000,0302,00000000,000C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
116,genesis,zelda_v281,000F4C,10,10,03,00,01,01,00,01,00,00,00,11,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,07,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,0F,00,0C,F3,68,5E,4E,3F,00,FF,3C,00,70,43,00,F6,1D,0203,02C8,B001,0000,B101,8000,0000,0302,00000000,000C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
117,genesis,zelda_v281,000F4C,10,10,03,00,01,01,00,01,00,00,00,12,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,07,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,0E,00,0C,F2,67,5E,4E,3F,00,FF,3C,00,70,43,00,F6,1D,0203,02DB,B001,0000,B101,8000,0000,0302,00000000,000C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
118,genesis,zelda_v281,000F4C,10,10,03,00,01,01,00,01,00,00,00,13,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,08,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,0D,00,0C,F1,66,5E,4E,3F,00,FF,3C,00,70,43,00,F6,1D,0203,02EE,B001,0000,B101,8000,0000,0302,00000000,000C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
119,genesis,zelda_v281,000F4C,10,10,03,00,01,01,00,01,00,00,00,14,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,08,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,0C,00,0C,F0,65,5E,4E,3F,00,FF,3C,00,70,43,00,F6,1D,0203,0301,B001,0000,B101,8000,0000,0302,00000000,000C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
120,genesis,zelda_v281,000F4C,10,10,03,00,01,01,00,01,00,00,00,15,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,09,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,0B,00,0C,EF,64,5E,4E,3F,00,FF,3C,00,70,43,00,F6,1D,0203,0314,B001,0000,B101,8000,0000,0302,00000000,000C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
121,genesis,zelda_v281,000F4C,10,10,03,00,01,01,00,01,00,00,00,16,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,09,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,0A,00,0C,EE,63,5E,4E,3F,00,14,3C,00,70,43,70,F6,1D,0203,0327,B001,0000,B101,8000,0000,0302,00000000,000C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
122,genesis,zelda_v281,000F4C,10,10,03,00,01,01,00,01,00,00,00,17,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,0A,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,09,00,0C,ED,62,5E,4E,3F,00,FF,3C,00,70,43,70,F6,1D,0203,033A,B001,0000,B101,8000,0000,0302,00000000,000C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
123,genesis,zelda_v281,000F4C,10,10,03,00,01,01,00,01,00,00,00,18,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,0A,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,08,00,0C,EC,61,5E,4E,3F,00,FF,3C,00,70,43,70,F6,1D,0203,034D,B001,0000,B101,8000,0000,0302,00000000,000C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
124,genesis,zelda_v281,000F4C,10,10,03,00,01,01,00,01,00,00,00,19,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,0B,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,07,00,0C,EB,60,5E,4E,3F,00,FF,3C,00,70,43,70,F6,1D,0203,0360,B001,0000,B101,8000,0000,0302,00000000,000C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
125,genesis,zelda_v281,000F4C,10,10,03,00,01,01,00,01,00,00,00,1A,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,0B,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,06,00,0C,EA,5F,5E,4E,3F,00,FF,3C,00,70,43,70,F6,1D,0203,0373,B001,0000,B101,8000,0000,0302,00000000,000C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
126,genesis,zelda_v281,000F4C,10,10,03,00,01,01,00,01,00,00,00,1B,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,0C,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,05,00,0C,E9,5E,5E,4E,3F,00,FF,3C,00,70,43,70,F6,1D,0203,0386,B001,0000,B101,8000,0000,0302,00000000,000C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
127,genesis,zelda_v281,000F4C,10,10,03,00,01,01,00,01,00,00,00,1C,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,0C,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,04,00,0C,E8,5D,5E,4E,3F,00,14,3C,00,70,43,43,F6,1D,0203,0399,B001,0000,B101,8000,0000,0302,00000000,000C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
128,genesis,zelda_v281,000F4C,10,10,03,00,01,01,00,01,00,00,00,1D,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,0D,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,03,00,0C,E7,5C,5E,4E,3F,00,FF,3C,00,70,43,43,F6,1D,0203,03AC,B001,0000,B101,8000,0000,0302,00000000,000C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
129,genesis,zelda_v281,000F4C,10,10,03,00,01,01,00,01,00,00,00,1E,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,0D,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,02,00,0C,E6,5B,5E,4E,3F,00,FF,3C,00,70,43,43,F6,1D,0203,03BF,B001,0000,B101,8000,0000,0302,00000000,000C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
130,genesis,zelda_v281,000F4C,10,10,03,00,01,01,00,01,00,00,00,1F,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,0E,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,61,00,B2,10,01,00,0C,E5,5A,5E,4E,3F,00,FF,3C,00,70,43,43,F6,1D,0203,03D2,B001,0000,B101,8000,0000,0302,00000000,000C,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
131,genesis,zelda_v281,000F4C,10,10,03,00,01,01,00,01,00,00,00,20,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,0E,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,62,00,B2,10,B2,00,0C,E4,59,5E,4E,3F,00,FF,3C,00,70,43,43,F6,1D,0203,03E6,B001,0000,B101,8000,0000,0302,00000000,000D,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
132,genesis,zelda_v281,000F4C,10,10,03,00,01,01,00,01,00,00,00,21,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,0F,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,62,00,B2,10,B1,00,0C,E3,58,5E,4E,3F,00,FF,3C,00,70,43,43,F6,1D,0203,03F9,B001,0000,B101,8000,0000,0302,00000000,000D,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
133,genesis,zelda_v281,000F4C,10,10,03,00,01,01,00,01,00,00,00,22,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,0F,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,62,00,B2,10,B0,00,0C,E2,57,5E,4E,3F,00,14,3C,00,70,43,FA,F6,1D,0203,040C,B001,0000,B101,8000,0000,0302,00000000,000D,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
134,genesis,zelda_v281,000F4C,10,10,03,00,01,01,00,01,00,00,00,23,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,10,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,62,00,B2,10,AF,00,0C,E1,56,5E,4E,3F,00,FF,3C,00,70,43,FA,F6,1D,0203,041F,B001,0000,B101,8000,0000,0302,00000000,000D,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
135,genesis,zelda_v281,000F4C,10,10,03,00,01,01,00,01,00,00,00,24,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,10,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,62,00,B2,10,AE,00,0C,E0,55,5E,4E,3F,00,FF,3C,00,70,43,FA,F6,1D,0203,0432,B001,0000,B101,8000,0000,0302,00000000,000D,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
136,genesis,zelda_v281,000F4C,10,10,03,00,01,01,00,01,00,00,00,25,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,11,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,62,00,B2,10,AD,00,0C,DF,54,5E,4E,3F,00,FF,3C,00,70,43,FA,F6,1D,0203,0445,B001,0000,B101,8000,0000,0302,00000000,000D,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
137,genesis,zelda_v281,000F4C,10,10,03,00,01,01,00,01,00,00,00,26,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,11,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,62,00,B2,10,AC,00,0C,DE,53,5E,4E,3F,00,FF,3C,00,70,43,FA,F6,1D,0203,0458,B001,0000,B101,8000,0000,0302,00000000,000D,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
138,genesis,zelda_v281,000F4C,10,10,03,00,01,01,00,01,00,00,00,27,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,12,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,62,00,B2,10,AB,00,0C,DD,52,5E,4E,3F,00,FF,3C,00,70,43,FA,F6,1D,0203,046B,B001,0000,B101,8000,0000,0302,00000000,000D,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
139,genesis,zelda_v281,000F4C,10,10,03,00,01,01,00,01,00,00,00,28,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,12,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,62,00,B2,10,AA,00,0C,DC,51,5E,4E,3F,00,14,3C,00,70,43,F6,F6,1D,0203,047E,B001,0000,B101,8000,0000,0302,00000000,000D,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
140,genesis,zelda_v281,000F4C,10,10,03,00,01,01,00,01,00,00,00,29,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,13,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,62,00,B2,10,A9,00,0C,DB,50,5E,4E,3F,00,FF,3C,00,70,43,F6,F6,1D,0203,0491,B001,0000,B101,8000,0000,0302,00000000,000D,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
141,genesis,zelda_v281,000F4C,10,10,03,00,01,01,00,01,00,00,00,2A,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,13,01,B2,C0,00,00,00,00,00,00,00,00,80,20,23,00,58,62,00,B2,10,A8,00,0C,DA,4F,5E,4E,3F,00,FF,3C,00,70,43,F6,F6,1D,0203,04A4,B001,0000,B101,8000,0000,0302,00000000,000D,0000,000004B0,00000003,00000000,00000374,00008118,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFE00,2008
